State,Number,Summary,Bill Type,Date,Status,Youth State Risk,Adult State Risk,Notes,URL,Sponsors,Calendar,History,Manual Status,Change Hash,Bill ID,PDF,Bill Analysis (AI Automated),Bill PDF
Iowa,HF2327,"A bill for an act relating to higher education, including diversity, equity, and inclusion policies, tuition, and administrator hiring at state universities, membership of the state board of regents, and student-employer work and tuition programs at state universities and community colleges.(See HF 2558.)",DEI Ban,2/29/2024,Withdrawn. H.J. 481.,Worst,High,,https://legiscan.com/IA/bill/HF2327/2023,"Pat Grassley, Taylor Collins, Carter Nordman, Skyler Wheeler, Heather Hora, Dan Gehlbach, Steven Holt, Bobby Kaufmann, Brooke Boden, Jacob Bossman, Helena Hayes, Charley Thomson, Thomas Gerhold, Craig Johnson, Luana Stoltenberg, Barb Kniff McCulla, Jon Dunwell, Bill Gustoff, Dean Fisher, Anne Osmundson, Tom Determann, Matthew Rinker, Henry Stone, Derek Wulf, Ken Carlson, Jeff Shipley, Brian Best, Steven Bradley, Phil Thompson, Joshua Meggers, John Wills, Robert Henderson, Norlin Mommsen, Thomas Jeneary","Hearing 2024-02-12 12:00 RM 103, Sup. Ct. Chamber, Hearing 2024-02-13 14:30 RM 102, Sup. Ct. Consult, Hearing 2024-02-14 14:00 RM 102, Sup. Ct. Consult","H 2024-02-05 Introduced, referred to Education. H.J. 195., H 2024-02-06 Subcommittee: Collins, Cahill and Stone. H.J. 205., H 2024-02-07 Subcommittee Meeting: 02/12/2024 12:00PM RM 103, Sup. Ct. Chamber., H 2024-02-12 Subcommittee recommends passage. Vote Total: 2-1., H 2024-02-13 Committee report, recommending amendment and passage. H.J. 270., H 2024-02-15 Committee report approving bill, renumbered as HF 2558., H 2024-02-29 Withdrawn. H.J. 481.",Failed,6b9950d4e38913e191b0d94f980257fb,1836867,https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/HF2327.html,,https://drive.google.com/open?id=1BViJ4qsKZFUO9sv0N0PdPsbcmq98YpZZ
Iowa,HF2389,"A bill for an act relating to the term sex and related terms for purposes of statutory construction, including an indication of a person's sex on certain vital records.(Formerly HSB 649.)",End Legal Recognition,2/8/2024,"Introduced, placed on calendar. H.J. 224.",Worst,High,"Replaced HSB649; Uses IWF and WoLF's ""Women's Bill of Rights"" language; Failed crossover deadline of 3/14/24",https://legiscan.com/IA/bill/HF2389/2023,Education,,"H 2024-02-08 Introduced, placed on calendar. H.J. 224.",Failed,3f36a0686fb0d45d70de537c4fc80f8e,1840679,https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/HF2389.html,,https://drive.google.com/open?id=1u93ifh_BdVhItHtonmvA9A6rZAb_ht-O
Iowa,HF2396,"A bill for an act prohibiting school districts and charter schools from taking disciplinary action against employees, contractors, or students for the use of legal names, the use of student names as listed in school registration forms or records, or for the failure to use personal pronouns in official communications, and providing civil penalties.(Formerly HF 2139.)",Forced Outing By Schools,2/8/2024,"Introduced, placed on calendar. H.J. 225.",Worst,High,Right to bully bill; Failed crossover deadline of 3/14/24,https://legiscan.com/IA/bill/HF2396/2023,Education,,"H 2024-02-08 Introduced, placed on calendar. H.J. 225.",Failed,92eca0a249d127d76ffb2a75a3318cb0,1840838,https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/HF2396.html,,https://drive.google.com/open?id=1LNgWbb4SkVm5Q2vAVve4oho3-vu9b2MM
Iowa,HF2409,"A bill for an act relating to discrimination in the provision of financial services, and providing civil penalties.",Social Credit Score,2/8/2024,"Introduced, referred to Commerce. H.J. 227.",Worst,High,,https://legiscan.com/IA/bill/HF2409/2023,,,,Failed,,,,,
Iowa,HF2454,"A bill for an act relating to the exercise of religion, and including effective date and applicability provisions.(Formerly HSB 614.)",Religious Exemption,2/29/2024,Withdrawn. H.J. 481.,Worst,High,State Level Religious Freedom Restoration Act,https://legiscan.com/IA/bill/HF2454/2023,,,,Failed,,,,,
Iowa,HF2546,"A bill for an act relating to minors using the internet, including social media and internet safety instruction and education requirements in public schools and liability for publication of obscene material available to minors on the internet.(Formerly HF 2114.)",Online Obscenity Law,2/15/2024,"Introduced, placed on calendar. H.J. 279.",Worst,High,Failed crossover deadline of 3/14/24,https://legiscan.com/IA/bill/HF2546/2023,Judiciary,,"H 2024-02-15 Introduced, placed on calendar. H.J. 279.",Failed,b369c852913ebda4990eb7a37a8188fc,1847583,https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/HF2546.html,,https://drive.google.com/open?id=1Xl2TptzD6YmwxNwhsFT9EGNJrXRws0GB
Iowa,HF2558,"A bill for an act relating to higher education, including by modifying the responsibilities of private institutions of higher education, community colleges, the state board of regents, and institutions of higher education governed by the state board of regents, modifying provisions related to diversity, equity, and inclusion policies, tuition, and administrator hiring at state universities, membership of the state board of regents, and student-employer work and tuition programs at state universities and community colleges, and including applicability provisions. (Formerly HF 2327.)",DEI Ban,3/11/2024,"Subcommittee: Kraayenbrink, Quirmbach, and Rozenboom. S.J. 509.",Worst,High,,https://legiscan.com/IA/bill/HF2558/2023,Education,,"H 2024-02-15 Introduced, placed on calendar. H.J. 280., H 2024-02-27 Amendment H-8078 filed. H.J. 428., H 2024-02-28 Amendments H-8083 and H-8090 filed. H.J. 453., H 2024-02-28 Fiscal note., H 2024-02-29 Amendment H-8090 to amendment H-8078 adopted. H.J. 459., H 2024-02-29 Amendment H-8083 to amendment H-8078 out of order. H.J. 459., H 2024-02-29 Amendment H-8078 adopted, as amended. H.J. 459., H 2024-02-29 Passed House, yeas 56, nays 39. H.J. 459., H 2024-03-04 Explanations of votes. H.J. 497., H 2024-02-29 Immediate message. H.J. 481., S 2024-03-04 Message from House. S.J. 428., S 2024-03-04 Read first time, referred to Education. S.J. 428., S 2024-03-07 Fiscal note., S 2024-03-11 Subcommittee: Kraayenbrink, Quirmbach, and Rozenboom. S.J. 509.",Failed,4895a27cf08d583ff27fc6096514f83d,1847799,"https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/HF2558.html, https://www.legis.iowa.gov/docs/publications/LGR/90/attachments/HF2558.html",,https://drive.google.com/open?id=1KXAUZXUhbZ1bmOeHKKF-iOLEqtkPxcLE
Iowa,HF2704,"A bill for an act relating to and making appropriations to the education system, including the funding and operation of the department for the blind, department of education, and state board of regents; modifying provisions related to compulsory education, open enrollment, the state board of regents presidential search committee, the Iowa tuition grants program, and the Iowa dyslexia board; establishing restrictions related to diversity, equity, and inclusion efforts of institutions of higher education governed by the state board of regents; providing penalties; and including effective date and applicability provisions.",DEI Ban,4/18/2024,Withdrawn. H.J. 870.,Worst,High,"Ban on DEI instruction in various govt. departments including subjects such as gender identity, sexual orientation, and ""transgender ideology""",https://legiscan.com/IA/bill/HF2704/2023,,,,Failed,,,,,
Iowa,HSB614,"A bill for an act relating to the exercise of religion, and including effective date and applicability provisions.(See HF 2454.)",Religious Exemption,2/12/2024,"Committee report approving bill, renumbered as HF 2454.",Worst,High,State Level Religious Freedom Restoration Act,https://legiscan.com/IA/bill/HSB614/2023,,,,Failed,,,,,
Iowa,HSB649,"A bill for an act relating to the term sex and related terms for purposes of statutory construction, including an indication of a person's sex on certain vital records and on certain applications and identification cards.(See HF 2389.)",End Legal Recognition,2/8/2024,"Committee report approving bill, renumbered as HF 2389.",Worst,High,"Uses IWF and WoLF's ""Women's Bill of Rights"" language; Renumbered as HF 2389; Failed crossover deadline of 3/14/24",https://legiscan.com/IA/bill/HSB649/2023,Education,"Hearing 2024-02-06 14:30 RM 102, Sup. Ct. Consult, Hearing 2024-02-06 12:00 RM 103, Sup. Ct. Chamber","H 2024-02-01 By COMMITTEE ON EDUCATION, H 2024-02-01 Introduced, referred to Education. H.J. 183., H 2024-02-01 Subcommittee: Hora, Boden and Steckman. H.J. 185., H 2024-02-05 Subcommittee Meeting: 02/06/2024 12:00PM RM 103, Sup. Ct. Chamber., H 2024-02-06 Subcommittee recommends passage. Vote Total: 2-0., H 2024-02-06 Committee report, recommending amendment and passage. H.J. 217., H 2024-02-08 Committee report approving bill, renumbered as HF 2389.",Failed,6999f45e0a942c40567a14a2f191d7db,1834904,https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/HSB649.html,,https://drive.google.com/open?id=12m5eB4Mw1vMFdUnEHP7XiEhaUIcnvPdN
Iowa,SF2055,"A bill for an act prohibiting persons from entering single and multiple occupancy restrooms or changing areas and other facilities in public accommodations that do not correspond with the person's biological sex, and including effective date provisions.",Trans Bathroom Ban,1/22/2024,"Subcommittee: Salmon, Celsi, and Westrich. S.J. 132.",Worst,High,Adult public restroom ban -Allison,https://legiscan.com/IA/bill/SF2055/2023,Sandy Salmon,,"S 2024-01-17 Introduced, referred to State Government. S.J. 113., S 2024-01-22 Subcommittee: Salmon, Celsi, and Westrich. S.J. 132.",Failed,507f174d7cdcdbf7b3913dfdc2414b2e,1818469,https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/SF2055.html,,https://drive.google.com/open?id=1qxFkRlsZJk6S_9cJByMtRdRfQwH_lAUo
Iowa,SF2095,"A bill for an act relating to the exercise of religion, and including effective date and applicability provisions. Effective date: 04/02/2024.",Religious Exemption,4/2/2024,Signed by Governor. S.J. 743.,Worst,High,State Level Religious Freedom Restoration Act,https://legiscan.com/IA/bill/SF2095/2023,,,,Enacted,,,,,
Iowa,SF2129,A bill for an act protecting religious liberty and state sovereignty relating to marriage.,Same-Sex Marriage Discrimination,1/30/2024,"Subcommittee: Schultz, Salmon, and Weiner. S.J. 170.",Worst,High,You don't have to recognize someone's same-sex marriage in IA,https://legiscan.com/IA/bill/SF2129/2023,,,,Failed,,,,,
Iowa,SF2176,"A bill for an act relating to obscenity, including the exposure of a minor to an obscene performance and admittance of a minor to a premises with obscene performances, establishing a private civil cause of action, and providing penalties.",Drag Ban,2/7/2024,Subcommittee recommends amendment and passage. [].,Worst,High,Failed crossover deadline of 3/14/24,https://legiscan.com/IA/bill/SF2176/2023,Sandy Salmon,Hearing 2024-02-07 13:00 Room G15,"S 2024-01-31 Introduced, referred to Local Government. S.J. 180., S 2024-02-01 Subcommittee: Westrich, Klimesh, and Weiner. S.J. 199., S 2024-02-05 Subcommittee Meeting: 02/07/2024 1:00PM Room G15., S 2024-02-07 Subcommittee recommends amendment and passage. [].",Failed,21f96d3e994433f82a52ad3b6049254c,1833721,https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/SF2176.html,,https://drive.google.com/open?id=17Z09GSccs0f0uIs0QNmf617RNJkhmfTJ
Iowa,SF2182,"A bill for an act relating to rights of a parent or guardian including rights relating to medical care and education, and providing for a private cause of action.",Don't Say Gay,2/6/2024,"Subcommittee: Rozenboom, Cournoyer, and Quirmbach. S.J. 227.",Worst,High,Parents or guardians can sue a school district if their student receives instruction on sexual orientation or gender identity,https://legiscan.com/IA/bill/SF2182/2023,,,,Failed,,,,,
Iowa,SF2213,"A bill for an act relating to minors using mobile devices, including protections for minors and civil liability.",Online Obscenity Law,2/7/2024,"Subcommittee: Koelker, Bennett, and Webster. S.J. 238.",Worst,High,Failed crossover deadline of 3/14/24,https://legiscan.com/IA/bill/SF2213/2023,Sandy Salmon,,"S 2024-02-05 Introduced, referred to Technology. S.J. 216., S 2024-02-07 Subcommittee: Koelker, Bennett, and Webster. S.J. 238.",Failed,0edaf290be4156db49d6b82fc07cc408,1837387,https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/SF2213.html,,https://drive.google.com/open?id=1ty6OgVtzLcPl_a_PxDOSLG0-zlp0tdkq
Iowa,SF2227,A bill for an act relating to obscene material available on devices and imposing civil liability on platforms who publish or distribute obscene material on the internet and including effective date provisions.,Online Obscenity Law,2/12/2024,Subcommittee Meeting: 02/13/2024 12:30PM Senate Lounge.,Worst,High,Failed crossover deadline of 3/14/24,https://legiscan.com/IA/bill/SF2227/2023,"Sandy Salmon, Cherielynn Westrich, Lynn Evans, Dave Rowley, Annette Sweeney, Jeff Edler, Dennis Guth, Mark Costello, Jesse Green, Kevin Alons, Mark Lofgren, Tom Shipley","Hearing 2024-02-13 14:00 Room 116, Hearing 2024-02-13 12:30 Senate Lounge","S 2024-02-06 Introduced, referred to Technology. S.J. 223., S 2024-02-07 Subcommittee: Koelker, Knox, and Webster. S.J. 239., S 2024-02-12 Subcommittee Meeting: 02/13/2024 12:30PM Senate Lounge.",Failed,0c83fd1f1eb58a81104e66b1caacb003,1838652,https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/SF2227.html,,https://drive.google.com/open?id=1gaNcI6-L7Km43xLzfh1us4MEGjR_B-Jo
Iowa,SF2263,"A bill for an act relating to the privacy and safety of inmates of a correctional facility, establishing a private cause of action, and including effective date provisions.(Formerly SSB 3084.)",Prison Placement Ban,3/1/2024,Fiscal note.,Worst,High,Failed crossover deadline of 3/14/24,https://legiscan.com/IA/bill/SF2263/2023,Judiciary,,"S 2024-02-08 Introduced, placed on calendar. S.J. 247., S 2024-02-08 Committee report, approving bill. S.J. 257., S 2024-03-01 Fiscal note.",Failed,5c4d1c1d2b2f98bd92944360d535e27b,1840758,https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/SF2263.html,,https://drive.google.com/open?id=1zH-BmVabF2CHfmgadJj6jPQigqbyl-iu
Iowa,SF2286,"A bill for an act relating to protections for health care institutions, health care payors, and medical practitioners including those related to the exercise of a right of conscience, whistleblower activities, and free speech, and providing penalties.(Formerly SSB 3006.)",Legal Discrimination in Healthcare,3/12/2024,Amendment S-5059 filed. S.J. 515.,Worst,High,,https://legiscan.com/IA/bill/SF2286/2023,,,,Failed,,,,,
Iowa,SF2435,"A bill for an act relating to and making appropriations to the education system, including the funding and operation of the department for the blind, department of education, and state board of regents; modifying provisions related to compulsory education, open enrollment, the state board of regents presidential search committee, the Iowa tuition grants program, and the Iowa dyslexia board; establishing restrictions related to diversity, equity, and inclusion efforts of institutions of higher education governed by the state board of regents; providing penalties; and including effective date and applicability provisions. (Formerly SSB 3201.) Effective date: 05/09/2024, 07/01/2024, 07/01/2025. Applicability date: 07/01/2024.",DEI Ban,5/9/2024,Signed by Governor. S.J. 964.,Worst,High,"Ban on DEI instruction in various govt. departments including subjects such as gender identity, sexual orientation, and ""transgender ideology""",https://legiscan.com/IA/bill/Sf2435/2023,,,,Enacted,,,,,
Iowa,SF297,A bill for an act relating to the protection of religious beliefs and moral convictions of health care providers and health care facilities.,Legal Discrimination in Healthcare,1/11/2024,"Subcommittee: J. Taylor, Schultz, and Weiner. S.J. 96.",Worst,High,Doesn't specifically mention SOGI; Carried over from 2023,https://legiscan.com/IA/bill/SF297/2024,,,,Failed,,,,,
Iowa,SSB3006,"A bill for an act relating to protections for health care institutions, health care payors, and medical practitioners including those related to the exercise of a right of conscience, whistleblower activities, and free speech, and providing penalties.(See SF 2286.)",Legal Discrimination in Healthcare,2/7/2024,"Committee report approving bill, renumbered as SF 2286.",Worst,High,,https://legiscan.com/IA/bill/SSB3006/2023,,,,Failed,,,,,
Iowa,SSB3084,"A bill for an act relating to the privacy and safety of inmates of a correctional facility, establishing a private cause of action, and including effective date provisions.(See SF 2263.)",Prison Placement Ban,2/7/2024,"Committee report approving bill, renumbered as SF 2263.",Worst,High,,https://legiscan.com/IA/bill/SSB3084/2023,Judiciary,"Hearing 2024-01-24 12:00 Room G15, Hearing 2024-01-31 13:30 Room G15, Hearing 2024-02-07 15:00 RM 116","S 2024-01-17 By COMMITTEE ON JUDICIARY, S 2024-01-17 Introduced, referred to Judiciary., S 2024-01-17 Subcommittee: Evans, Bousselot, and Quirmbach., S 2024-01-30 Subcommittee Meeting: 01/31/2024 1:30PM Room G15., S 2024-01-31 Subcommittee recommends amendment and passage. []., S 2024-02-07 Committee report approving bill, renumbered as SF 2263.",Failed,4d931b955a906265ca7266a7f3f52257,1818737,https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/SSB3084.html,,https://drive.google.com/open?id=1iEeuO5U1JkLkZxoTsFPVmTjBbMRK9-D5
Iowa,SSB3094,"A bill for an act relating to discrimination in the provision of financial services, and providing civil penalties.",Social Credit Score,1/29/2024,Subcommittee recommends amendment and passage. [].,Worst,High,Legislation replaced by HF2409,https://legiscan.com/IA/bill/SSB3094/2023,,,,Failed,,,,,
Kansas,HB2263,"Authorizing pharmacy technicians to administer certain vaccines, creating a civil cause of action against a physician and requiring revocation of a physician's license who performs a childhood gender reassignment service.",Gender Affirming Care Ban,4/30/2024,House Died in Committee,Worst,Worst,Carried over from 2023,https://legiscan.com/KS/bill/HB2263/2023,Health and Human Services,"Hearing 2023-02-06 13:30 Room 112-N, Hearing 2023-03-15 08:30 Room 142-S","H 2023-02-01 House Introduced, H 2023-02-01 House Referred to Committee on Health and Human Services, H 2023-02-06 House Hearing: Monday, February 6, 2023, 1:30 PM Room 112-N, H 2023-02-07 House Committee Report recommending bill be passed as amended by Committee on Health and Human Services, H 2023-02-22 House Committee of the Whole - Committee Report be adopted, H 2023-02-22 House Committee of the Whole - Be passed as amended, H 2023-02-23 House Engrossed on Thursday, February 23, 2023, H 2023-02-23 House Final Action - Passed as amended;  Yea: 119 Nay: 3, S 2023-03-01 Senate Received and Introduced, S 2023-03-02 Senate Referred to Committee on Public Health and Welfare, S 2023-03-15 Senate Hearing: Wednesday, March 15, 2023, 8:30 AM Room 142-S, S 2023-03-23 Senate Committee Report recommending bill be passed as amended by Committee on Public Health and Welfare, S 2023-03-27 Senate Committee of the Whole - Committee Report be adopted, S 2023-03-27 Senate Motion to divide the question - Part One retained voice vote., S 2023-03-27 Senate Motion to divide the question - Part Two retained.  Yea: 26 Nay: 12, S 2023-03-27 Senate Committee of the Whole - Be passed as amended, S 2023-03-28 Senate Final Action - Passed as amended;  Yea: 26 Nay: 10, H 2023-03-28 House Ruled materially changed and referred to Committee on Health and Human Services",Failed,016b47f73cb7dffeaba36256b66d7989,1690313,"http://kslegislature.org/li/b2023_24/measures/documents/hb2263_00_0000.pdf, http://kslegislature.org/li/b2023_24/measures/documents/hb2263_01_0000.pdf, http://kslegislature.org/li/b2023_24/measures/documents/hb2263_02_0000.pdf",,
Kansas,HB2404,"Enacting the Kansas protection of pensions and businesses against ideological interference act, relating to ideological boycotts involving environmental, social or governance standards, requiring KPERS to divest from and prohibiting state contracts or the deposit of state moneys with entities engaged in such boycotts as determined by the state treasurer and prohibiting discriminatory practices in the financial services industry based on such boycotts.",Anti-Boycotts Act,4/30/2024,House Died in Committee,Worst,Worst,Carried over from 2023,https://legiscan.com/KS/bill/HB2404/2023,Federal and State Affairs,,"H 2023-02-10 House Introduced, H 2023-02-10 House Referred to Committee on Federal and State Affairs",Failed,5e2241cd3fac86ddc4d5cab54d9657c1,1703141,http://kslegislature.org/li/b2023_24/measures/documents/hb2404_00_0000.pdf,,
Kansas,HB2427,Requiring school districts to provide separate accommodations for students of each biological sex on overnight school sponsored trips.,Legal Discrimination In Education,4/30/2024,House Died on Calendar,Worst,Worst,Carried over from 2023,https://legiscan.com/KS/bill/HB2427/2023,Federal and State Affairs,Hearing 2023-03-22 13:30 Room 218-N,"H 2023-02-16 House Introduced, H 2023-02-16 House Referred to Committee on Education, H 2023-03-22 House Hearing: Wednesday, March 22, 2023, 1:30 PM Room 218-N, H 2023-03-27 House Committee Report recommending bill be passed as amended by Committee on Education",Failed,dd9df999d0e5220930a6cf29f82c5ed9,1710783,"http://kslegislature.org/li/b2023_24/measures/documents/hb2427_00_0000.pdf, http://kslegislature.org/li/b2023_24/measures/documents/hb2427_01_0000.pdf",,
Kansas,HB2436,Senate Substitute for HB 2436 by Committee on Federal and State Affairs - Creating the crime of coercion to obtain an abortion and providing enhanced criminal penalties for offenses committed with the intent to coerce a woman to obtain an abortion.,Anti-Boycotts Act,4/29/2024,Senate Motion to override veto prevailed; Yea: 28 Nay: 10,Worst,Worst,Bill enacted but marked here as failed because  the senate bill substituted removed language relating to gender affirming care and refocused on abortion.  Veto overriden; Carried over from 2023,https://legiscan.com/KS/bill/HB2436/2023,Federal and State Affairs,Hearing 2023-03-08 09:00 Room 582-N,"H 2023-02-22 House Introduced, H 2023-02-22 House Referred to Committee on Financial Institutions and Pensions, H 2023-03-08 House Hearing: Wednesday, March 8, 2023, 9:00 AM Room 582-N, H 2023-03-16 House Committee Report recommending bill be passed as amended by Committee on Financial Institutions and Pensions, H 2023-03-22 House Committee of the Whole - Committee Report be adopted, H 2023-03-22 House Committee of the Whole - Motion to Amend - Offered by  Representative Murphy, H 2023-03-22 House  Representative Miller, S. raised a question of germaneness. The amendment was ruled not germane., H 2023-03-22 House Committee of the Whole - Motion to Amend - Offered by  Representative Xu, H 2023-03-22 House Committee of the Whole - Amendment by  Representative Xu was rejected  Yea: 37 Nay: 82, H 2023-03-22 House Committee of the Whole - Be passed as amended, H 2023-03-23 House Engrossed on Wednesday, March 22, 2023, H 2023-03-23 House Final Action - Passed as amended;  Yea: 85 Nay: 38, S 2023-03-24 Senate Received and Introduced, S 2023-03-27 Senate Referred to Committee on Federal and State Affairs, S 2024-03-25 Senate Committee Report recommending substitute bill be passed by Committee on Federal and State Affairs, S 2024-03-27 Senate Committee of the Whole - Committee Report be adopted recommending substitute bill be passed, S 2024-03-27 Senate Committee of the Whole - Motion to Amend - Offered by  Senator Sykes, S 2024-03-27 Senate Committee of the Whole - Amendment by  Senator Sykes was rejected, S 2024-03-27 Senate Committee of the Whole - Substitute bill be passed, S 2024-03-27 Senate Emergency Final Action - Substitute passed;  Yea: 27 Nay: 11, H 2024-04-01 House Concurred with amendments;  Yea: 82 Nay: 37, H 2024-04-03 House Reengrossed on Tuesday, April 2, 2024, H 2024-04-05 House Enrolled and presented to Governor on Friday, April 5, 2024, H 2024-04-25 House Vetoed by Governor; Returned to House on Friday, April 12, 2024",Failed,dd472b1bfc525eb4c1484bfed4fc4497,1717961,"https://kslegislature.org/li/b2023_24/measures/documents/hb2436_00_0000.pdf, https://kslegislature.org/li/b2023_24/measures/documents/hb2436_01_0000.pdf, https://kslegislature.org/li/b2023_24/measures/documents/hb2436_02_0000.pdf, https://kslegislature.org/li/b2023_24/measures/documents/hb2436_enrolled.pdf",,https://drive.google.com/open?id=1kgyUJsERDroyrfPKScAr6B3ujY6aylBy
Kansas,HB2592,Requiring the use of age-verification technology to permit access to internet websites containing material that is harmful to minors.,Online Obscenity Law,4/30/2024,House Died in Committee,Worst,Worst,,https://legiscan.com/KS/bill/HB2592/2023,Judiciary,Hearing 2024-02-07 15:30 Room 582-N,"H 2024-01-24 House Introduced, H 2024-01-24 House Referred to Committee on Judiciary, H 2024-02-07 House Hearing: Wednesday, February 7, 2024, 3:30 PM Room 582-N",Failed,6ee02e58f9ff6c100e98667fdfcfd636,1827038,http://kslegislature.org/li/b2023_24/measures/documents/hb2592_00_0000.pdf,,https://drive.google.com/open?id=1ApPv4famrAXzv568xrTMP7RaVVElT_dQ
Kansas,HB2791,"Enacting the forbidding abuse child transitions act, restricting use of state funds to promote gender transitioning, prohibiting healthcare professionals from treating children whose gender identity is inconsistent with the child's sex, authorizing a civil cause of action against healthcare professionals for providing such treatments, authorizing professional discipline against a physician who performs such treatment, prohibiting professional liability insurance from covering damages for healthcare providers that provide gender transition treatment to children and adding violation of the act to the definition of unprofessional conduct for physicians and nurses.",Gender Affirming Care Ban,4/30/2024,House Died in Committee,Worst,Worst,,https://legiscan.com/KS/bill/HB2791/2023,Health and Human Services,Hearing 2024-02-29 13:30 Room 112-N,"H 2024-02-09 House Introduced, H 2024-02-09 House Referred to Committee on Health and Human Services, H 2024-02-13 House Withdrawn from  Committee on Health and Human Services; Referred to Committee on Appropriations, H 2024-02-14 House Withdrawn from  Committee on Appropriations; Rereferred to Committee on Health and Human Services, H 2024-02-29 House Hearing: Thursday, February 29, 2024, 1:30 PM Room 112-N",Failed,a2f4053e2e029840124bd5fa214b9374,1842727,http://kslegislature.org/li/b2023_24/measures/documents/hb2791_00_0000.pdf,,https://drive.google.com/open?id=1eQUyeCX_SgMz4ReB7hv7Wg0wBNsMp4L_
Kansas,HB2792,"Prohibiting gender transition surgery on minors, authorizing professional discipline against a physician who performs such surgeries and adopting a standard of care for gender transition care services.",Gender Affirming Care Ban,4/30/2024,House Died in Committee,Worst,Worst,,https://legiscan.com/KS/bill/HB2792/2023,Health and Human Services,Hearing 2024-02-29 13:30 Room 112-N,"H 2024-02-09 House Introduced, H 2024-02-09 House Referred to Committee on Health and Human Services, H 2024-02-13 House Withdrawn from  Committee on Health and Human Services; Referred to Committee on Appropriations, H 2024-02-14 House Withdrawn from  Committee on Appropriations; Rereferred to Committee on Health and Human Services, H 2024-02-29 House Hearing: Thursday, February 29, 2024, 1:30 PM Room 112-N",Failed,640a5f96ddee6f0fb76b368428cf8185,1842751,http://kslegislature.org/li/b2023_24/measures/documents/hb2792_00_0000.pdf,,https://drive.google.com/open?id=1O1XMXwCKQSxx-5SLU5aFLD_-S5_Nf26n
Kansas,SB12,Enacting the Kansas child mutilation prevention act to criminalize performing gender reassignment surgery or prescription of hormone replacement therapy on certain persons and providing grounds for unprofessional conduct for healing arts licensees.,Gender Affirming Care Ban,4/30/2024,Senate Died in Committee,Worst,Worst,Carried over from 2023; A Vulnerable Child Protection Act,https://legiscan.com/KS/bill/SB12/2023,"Mike Thompson, Mark Steffen",Hearing 2023-02-14 08:30 Room 142-S,"S 2023-01-09 Senate Prefiled for Introduction on Thursday, January 5, 2023, S 2023-01-09 Senate Introduced, S 2023-01-10 Senate Referred to Committee on Judiciary, S 2023-01-11 Senate Withdrawn from Committee on Judiciary, S 2023-01-11 Senate Referred separately to Committee on Public Health and Welfare and Committee on Judiciary",Failed,3ca45d5226af46919eee446dd328c70a,1644117,http://kslegislature.org/li/b2023_24/measures/documents/sb12_00_0000.pdf,,
Kansas,SB149,Expanding the crime of promoting obscenity to minors to include drag performances.,Drag Ban,4/30/2024,Senate Died in Committee,Worst,Worst,Carried over from 2023,https://legiscan.com/KS/bill/SB149/2023,Federal and State Affairs,,"S 2023-02-02 Senate Introduced, S 2023-02-03 Senate Referred to Committee on Judiciary",Failed,13cd66aaec1959f91333d792a2943117,1693313,http://kslegislature.org/li/b2023_24/measures/documents/sb149_00_0000.pdf,,
Kansas,SB201,Prohibiting the expenditure of state moneys for the production or performance of drag shows for which minors are the primary audience.,Drag Ban,4/30/2024,Senate Died in Committee,Worst,Worst,Carried over from 2023,https://legiscan.com/KS/bill/SB201/2023,Federal and State Affairs,,"S 2023-02-07 Senate Introduced, S 2023-02-08 Senate Referred to Committee on Judiciary",Failed,f9f8c1077f56b0f2961e46a6d23717e2,1698684,http://kslegislature.org/li/b2023_24/measures/documents/sb201_00_0000.pdf,,
Kansas,SB207,Requiring policies for and establishing restrictions on school districts with regard to the use of an individual's pronouns if such pronouns differ from the individual's biological sex.,Forced Misgendering,4/30/2024,Senate Died in Committee,Worst,Worst,Carried over from 2023,https://legiscan.com/KS/bill/SB207/2023,Education,,"S 2023-02-08 Senate Introduced, S 2023-02-09 Senate Referred to Committee on Education",Failed,7752ac831ae9e67a98f4d023a1a6da11,1700859,http://kslegislature.org/li/b2023_24/measures/documents/sb207_00_0000.pdf,,
